fecha_scoring,codigo_punto,fecha_corte,nombre_punto,estado_actual,estado_actual_norm,segmento_operativo,departamento,municipio,red_cb,probabilidad_riesgo_90d,probabilidad_riesgo_90d_raw,nivel_modelo,nivel_riesgo_reglas,nivel_alerta_final,ranking_global,ranking_segmento,flag_top500_preventivo,flag_nuevo_top500_preventivo,perdida_esperada_modelo,saldo_expuesto,dias_sin_compensar,dias_sin_transacciones,consumo_cupo_punto,consumo_cupo_visual,score_riesgo_reglas,motivo_alerta,accion_recomendada,accion_final_produccion
2026-05-02,59113,2026-04-30,BARRIO LA LOMA SAN CRISTOBAL,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,BOLÍVAR,SAN CRISTÓBAL,REDEBAN,0.468670037502169,0.9863474596959145,Crítico,Crítico,Recuperación prioritaria,1,1,0,0,104017115.07140036,221941039.0,807.0,821.0,18.495086583333332,18.495086583333332,100.0,"807 días sin compensar | 821 días sin transacciones | consumo cupo 1850% | saldo expuesto $221,941,039 | mora operativa Mayor a 60 | aparece en castigados: Confidencial",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,42039,2026-04-30,BARRIO FLORIDABLANCA CENTRO FLORIDABLANCA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,SANTANDER,FLORIDABLANCA,REDEBAN,0.4825418963008376,0.9871326705083141,Crítico,Crítico,Recuperación prioritaria,2,2,0,0,74974866.21546663,155374832.3,1796.0,999.0,1.1761792738243264,1.1761792738243264,100.0,"1796 días sin compensar | 999 días sin transacciones | consumo cupo 118% | saldo expuesto $155,374,832 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,18189,2026-04-30,BARRIO EL BOSQUE II MEDELLÍN,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,MEDELLÍN,REDEBAN,0.5768550118189615,0.9914219380410504,Crítico,Crítico,Recuperación prioritaria,3,3,0,0,73486974.40410648,127392452.0,3249.0,999.0,0.9999407535321821,0.9999407535321821,100.0,"3249 días sin compensar | 999 días sin transacciones | consumo cupo 100% | saldo expuesto $127,392,452 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,17221,2026-04-30,BARRIO MONTE BLANCO I BOGOTA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.5563658460117895,0.9906211137667236,Crítico,Crítico,Recuperación prioritaria,4,4,0,0,54866652.66224634,98616140.9,1206.0,1201.0,4.930807045,4.930807045,100.0,"1206 días sin compensar | 1201 días sin transacciones | consumo cupo 493% | saldo expuesto $98,616,141 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,37322,2026-04-30,BARRIO DUCALES SOACHA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CUNDINAMARCA,SOACHA,REDEBAN,0.5780825666279292,0.9914679904976109,Crítico,Crítico,Recuperación prioritaria,5,5,0,0,47648850.45406999,82425683.12,1288.0,999.0,1.5264015392592594,1.5264015392592594,100.0,"1288 días sin compensar | 999 días sin transacciones | consumo cupo 153% | saldo expuesto $82,425,683 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,67766,2026-04-30,BARRIO CENTRO SAN ANDRES DE TUMACO 5,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,NARIÑO,SAN ANDRÉS DE TUMACO,REDEBAN,0.3558648324567887,0.9775804065127994,Crítico,Crítico,Recuperación prioritaria,6,6,0,0,46249887.18682192,129964759.0,823.0,878.0,8.664317266666666,8.664317266666666,100.0,"823 días sin compensar | 878 días sin transacciones | consumo cupo 866% | saldo expuesto $129,964,759 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,67114,2026-04-30,BARRIO CENTRO CIENAGA DE ORO 7,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CÓRDOBA,CIÉNAGA DE ORO,REDEBAN,0.5138031841364764,0.988739276971398,Crítico,Crítico,Recuperación prioritaria,7,7,0,0,44459699.34664934,86530603.0,261.0,478.0,5.768706866666666,5.768706866666666,100.0,"261 días sin compensar | 478 días sin transacciones | consumo cupo 577% | saldo expuesto $86,530,603 | mora operativa Mayor a 60 | aparece en castigados: Malas prácticas-Alianzas",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,19251,2026-04-30,BARRIO CENTRO XLIV - NEIVA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,HUILA,NEIVA,REDEBAN,0.5486524376955749,0.9903030658296735,Crítico,Crítico,Recuperación prioritaria,8,8,0,0,40751339.62518875,74275327.74,3448.0,999.0,0.9903377031999999,0.9903377031999999,100.0,"3448 días sin compensar | 999 días sin transacciones | consumo cupo 99% | saldo expuesto $74,275,328 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,77908,2026-04-30,BARRIO CENTRO SAN JOSÉ DEL FRAGUA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CAQUETÁ,SAN JOSÉ DEL FRAGUA,REDEBAN,0.31342258079048707,0.9725944213200167,Crítico,Crítico,Recuperación prioritaria,9,9,0,0,34802267.22748528,111039438.0,135.0,136.0,11.1039438,11.1039438,100.0,"135 días sin compensar | 136 días sin transacciones | consumo cupo 1110% | saldo expuesto $111,039,438 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,43586,2026-04-30,BARRIO VICTORIA TULUA 3,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,VALLE DEL CAUCA,TULUÁ,REDEBAN,0.4103707772345721,0.9824391029268199,Crítico,Crítico,Recuperación prioritaria,10,10,0,0,33404181.26689417,81400000.0,1205.0,999.0,5.426666666666667,5.426666666666667,100.0,"1205 días sin compensar | 999 días sin transacciones | consumo cupo 543% | saldo expuesto $81,400,000 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,43192,2026-04-30,BARRIO CENTRO PUERTO GAITAN META PUERTO GAITAN,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,META,PUERTO GAITÁN,REDEBAN,0.5159585066151984,0.9888424913324902,Crítico,Crítico,Recuperación prioritaria,11,11,0,0,30944975.184993688,59975705.0,584.0,578.0,0.9995950833333334,0.9995950833333334,100.0,"584 días sin compensar | 578 días sin transacciones | consumo cupo 100% | saldo expuesto $59,975,705 | mora operativa Mayor a 60 | aparece en castigados: Confidencial",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,39422,2026-04-30,BARRIO LA UNION CALI 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,VALLE DEL CAUCA,CALI,REDEBAN,0.5448250009776049,0.9901416865945575,Crítico,Crítico,Recuperación prioritaria,12,12,0,0,29420120.125934143,53999210.89,1793.0,999.0,0.9999853868518519,0.9999853868518519,100.0,"1793 días sin compensar | 999 días sin transacciones | consumo cupo 100% | saldo expuesto $53,999,211 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,37410,2026-04-30,BARRIO LUIS CARLOS GALAN NEIVA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,HUILA,NEIVA,REDEBAN,0.5440307385372857,0.9901078947402068,Crítico,Crítico,Recuperación prioritaria,13,13,0,0,29360970.280106418,53969322.32,1122.0,1190.0,1.1993182737777779,1.1993182737777779,100.0,"1122 días sin compensar | 1190 días sin transacciones | consumo cupo 120% | saldo expuesto $53,969,322 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,77833,2026-04-30,BARRIO LA CAMILA BELLO BELLO,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,BELLO,WOMPI,0.3664946815304928,0.9786446929608131,Crítico,Crítico,Recuperación prioritaria,14,14,0,0,29297113.529387146,79938714.0,101.0,86.0,11.419816285714285,11.419816285714285,100.0,"101 días sin compensar | 86 días sin transacciones | consumo cupo 1142% | saldo expuesto $79,938,714 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,31324,2026-04-30,BARRIO LA UNIVERSIDAD 3,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,SANTANDER,BUCARAMANGA,REDEBAN,0.6016088794108142,0.9923116674101414,Crítico,Crítico,Recuperación prioritaria,15,15,0,0,29062957.311406307,48308724.0,2317.0,999.0,0.9858923265306122,0.9858923265306122,100.0,"2317 días sin compensar | 999 días sin transacciones | consumo cupo 99% | saldo expuesto $48,308,724 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,35056,2026-04-30,BARRIO SAN FERNANDO BOGOTA 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.6310689943918739,0.9932727496265125,Crítico,Crítico,Recuperación prioritaria,16,16,0,0,28889520.06677426,45778703.0,659.0,999.0,1.0173045111111112,1.0173045111111112,100.0,"659 días sin compensar | 999 días sin transacciones | consumo cupo 102% | saldo expuesto $45,778,703 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,39263,2026-04-30,BARRIO SAN ISIDRO CARTAGENA DE INDIAS,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,BOLÍVAR,CARTAGENA DE INDIAS,REDEBAN,0.552916502615974,0.9904800552604779,Crítico,Crítico,Recuperación prioritaria,17,17,0,0,27861280.90057283,50389671.44,1106.0,1086.0,1.1997540819047618,1.1997540819047618,100.0,"1106 días sin compensar | 1086 días sin transacciones | consumo cupo 120% | saldo expuesto $50,389,671 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,38704,2026-04-30,BARRIO GRATAMIRA CUCUTA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.5877420461156714,0.9918231765332901,Crítico,Crítico,Recuperación prioritaria,18,18,0,0,27662706.985513493,47066067.79,1662.0,999.0,1.0459126175555555,1.0459126175555555,100.0,"1662 días sin compensar | 999 días sin transacciones | consumo cupo 105% | saldo expuesto $47,066,068 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,19052,2026-04-30,BARRIO LA CONCORDIA IV BUCARAMANGA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,SANTANDER,BUCARAMANGA,REDEBAN,0.6042991241072821,0.9924036418864574,Crítico,Crítico,Recuperación prioritaria,19,19,0,0,27462145.39688934,45444622.21,571.0,547.0,1.0098804935555556,1.0098804935555556,100.0,"571 días sin compensar | 547 días sin transacciones | consumo cupo 101% | saldo expuesto $45,444,622 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,60141,2026-04-30,BARRIO ACACIAS PUERTO CARREÑO 2,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,VICHADA,PUERTO CARREÑO,REDEBAN,0.7173459743578655,0.995595095542351,Crítico,Crítico,Recuperación prioritaria,20,20,0,0,27348260.763955444,38124227.0,86.0,702.0,0.8472050444444444,0.8472050444444444,100.0,"86 días sin compensar | 702 días sin transacciones | consumo cupo 85% | saldo expuesto $38,124,227 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,34727,2026-04-30,BARRIO CENTRO COMERCIAL NUESTRO MONTERIA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CÓRDOBA,MONTERÍA,REDEBAN,0.5990990412204712,0.9922250570885718,Crítico,Crítico,Recuperación prioritaria,21,21,0,0,27226734.73144198,45446133.04,1137.0,999.0,1.0099140675555556,1.0099140675555556,100.0,"1137 días sin compensar | 999 días sin transacciones | consumo cupo 101% | saldo expuesto $45,446,133 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,11686,2026-04-30,EL BAGRE II - ANTIOQUIA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,EL BAGRE,REDEBAN,0.45364064952780203,0.9854399116340512,Crítico,Crítico,Recuperación prioritaria,22,22,0,0,26982026.746527627,59478855.73,4243.0,999.0,0.9913142621666666,0.9913142621666666,100.0,"4243 días sin compensar | 999 días sin transacciones | consumo cupo 99% | saldo expuesto $59,478,856 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,64734,2026-04-30,BARRIO CENTRO GALAPA 4,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ATLÁNTICO,GALAPA,REDEBAN,0.6929035211215386,0.9950019638259028,Crítico,Crítico,Recuperación prioritaria,23,23,0,0,26975458.85434459,38931046.0,342.0,338.0,0.9982319487179487,0.9982319487179487,100.0,"342 días sin compensar | 338 días sin transacciones | consumo cupo 100% | saldo expuesto $38,931,046 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,37493,2026-04-30,BARRIO OSPINA PEREZ MONTERIA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CÓRDOBA,MONTERÍA,REDEBAN,0.5990990412204712,0.9922250570885718,Crítico,Crítico,Recuperación prioritaria,24,24,0,0,26790072.660384417,44717268.46,156.0,999.0,0.9937170768888889,0.9937170768888889,100.0,"156 días sin compensar | 999 días sin transacciones | consumo cupo 99% | saldo expuesto $44,717,268 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,35050,2026-04-30,BARRIO NORMANDIA BOGOTA 4,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.6310689943918739,0.9932727496265125,Crítico,Crítico,Recuperación prioritaria,25,25,0,0,26619886.423599333,42182212.5,802.0,804.0,0.9373825,0.9373825,100.0,"802 días sin compensar | 804 días sin transacciones | consumo cupo 94% | saldo expuesto $42,182,212 | mora operativa Mayor a 60 | aparece en castigados: Malas prácticas",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,37839,2026-04-30,BARRIO SAN ANTONIO VILLAVICENCIO 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,META,VILLAVICENCIO,REDEBAN,0.5886502803421935,0.9918559294361584,Crítico,Crítico,Recuperación prioritaria,26,26,0,0,26384167.137033433,44821463.64,261.0,275.0,0.9960325253333333,0.9960325253333333,100.0,"261 días sin compensar | 275 días sin transacciones | consumo cupo 100% | saldo expuesto $44,821,464 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,35856,2026-04-30,BARRIO PORVENIR VILLAVICENCIO 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,META,VILLAVICENCIO,REDEBAN,0.6009695882943215,0.9922896805795977,Crítico,Crítico,Recuperación prioritaria,27,27,0,0,26334954.31242727,43820777.0,806.0,837.0,0.9737950444444444,0.9737950444444444,100.0,"806 días sin compensar | 837 días sin transacciones | consumo cupo 97% | saldo expuesto $43,820,777 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,76899,2026-04-30,BARRIO CENTRO MILAN 3,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CAQUETÁ,MILÁN,REDEBAN,0.5419576583473579,0.9900191993566735,Crítico,Crítico,Recuperación prioritaria,28,28,0,0,26269725.549012173,48471915.0,204.0,364.0,4.8471915,4.8471915,100.0,"204 días sin compensar | 364 días sin transacciones | consumo cupo 485% | saldo expuesto $48,471,915 | mora operativa Mayor a 60 | aparece en castigados: Malas prácticas-Alianzas",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,36378,2026-04-30,BARRIO CENTRO LEJANIAS,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,META,LEJANÍAS,REDEBAN,0.4791540282374712,0.9869452999974827,Crítico,Crítico,Recuperación prioritaria,29,29,0,0,26072369.61339304,54413337.0,1548.0,999.0,1.2091852666666667,1.2091852666666667,100.0,"1548 días sin compensar | 999 días sin transacciones | consumo cupo 121% | saldo expuesto $54,413,337 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,13918,2026-04-30,EL PLAYON - SANTANDER,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,SANTANDER,EL PLAYÓN,REDEBAN,0.6473990723966659,0.9937646741050223,Crítico,Crítico,Recuperación prioritaria,30,30,0,0,25893225.21351323,39995771.26,382.0,336.0,0.9998942814999999,0.9998942814999999,100.0,"382 días sin compensar | 336 días sin transacciones | consumo cupo 100% | saldo expuesto $39,995,771 | mora operativa Mayor a 60 | aparece en castigados: Seguridad y Riesgos",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,10506,2026-04-30,BARRIO SANTA CRUZ III,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,MEDELLÍN,REDEBAN,0.5770495504008022,0.991429250277236,Crítico,Crítico,Recuperación prioritaria,31,31,0,0,25732248.987830225,44592789.25,1.0,999.0,0.9909508722222222,0.9909508722222222,100.0,"999 días sin transacciones | consumo cupo 99% | saldo expuesto $44,592,789 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,28496,2026-04-30,BARRIO PARQUE 3 ITAGUI,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,ITAGÜÍ,REDEBAN,0.49217451561379927,0.9876506261893273,Crítico,Crítico,Recuperación prioritaria,32,32,0,0,25616593.863320682,52047786.0,808.0,846.0,1.1566174666666666,1.1566174666666666,100.0,"808 días sin compensar | 846 días sin transacciones | consumo cupo 116% | saldo expuesto $52,047,786 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,10027,2026-04-30,BARRIO LAS PALMAS,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.5327880938404111,0.9896180836054154,Crítico,Crítico,Recuperación prioritaria,33,33,0,0,24824770.785069935,46594079.47,2237.0,999.0,1.0354239882222223,1.0354239882222223,100.0,"2237 días sin compensar | 999 días sin transacciones | consumo cupo 104% | saldo expuesto $46,594,079 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,36002,2026-04-30,BARRIO PRADOS DEL NORTE CUCUTA 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.5751143979729884,0.9913562766227011,Crítico,Crítico,Recuperación prioritaria,34,34,0,0,24612685.57401411,42796156.14,218.0,242.0,1.006968379764706,1.006968379764706,100.0,"218 días sin compensar | 242 días sin transacciones | consumo cupo 101% | saldo expuesto $42,796,156 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,32638,2026-04-30,BARRIO CENTRO URIBE,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,META,URIBE,REDEBAN,0.5201202812376104,0.989039233110356,Crítico,Crítico,Recuperación prioritaria,35,35,0,0,24432223.192385856,46974179.0,417.0,414.0,0.9889300842105263,0.9889300842105263,100.0,"417 días sin compensar | 414 días sin transacciones | consumo cupo 99% | saldo expuesto $46,974,179 | mora operativa Mayor a 60 | aparece en castigados: Confidencial",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,53520,2026-04-30,BARRIO NIQUIA BELLO 10,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,BELLO,REDEBAN,0.6034577768288792,0.9923749728733148,Crítico,Crítico,Recuperación prioritaria,36,36,0,0,24409516.46375983,40449419.0,1163.0,999.0,1.011235475,1.011235475,100.0,"1163 días sin compensar | 999 días sin transacciones | consumo cupo 101% | saldo expuesto $40,449,419 | mora operativa Mayor a 60",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,43659,2026-04-30,BARRIO BAHIA SOLANO BAHIA SOLANO,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CHOCÓ,BAHÍA SOLANO,REDEBAN,0.5659217160201604,0.9910023212103387,Crítico,Crítico,Recuperación prioritaria,37,37,0,0,24383453.53502892,43086265.9,26.0,395.0,0.9574725755555555,0.9574725755555555,100.0,"395 días sin transacciones | consumo cupo 96% | saldo expuesto $43,086,266 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,62249,2026-04-30,BARRIO LA MILAGROSA MEDELLIN 2,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,MEDELLÍN,REDEBAN,0.6184680523260228,0.9928738027067487,Crítico,Crítico,Recuperación prioritaria,38,38,0,0,24323454.19317881,39328554.0,85.0,688.0,0.98321385,0.98321385,100.0,"85 días sin compensar | 688 días sin transacciones | consumo cupo 98% | saldo expuesto $39,328,554 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,41739,2026-04-30,BARRIO BELLA VISTA SAN MARTIN,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,BELLO,REDEBAN,0.583639583674616,0.9916738676735911,Crítico,Crítico,Recuperación prioritaria,39,39,0,0,23924012.19645621,40991072.0,711.0,709.0,0.759093925925926,0.759093925925926,100.0,"711 días sin compensar | 709 días sin transacciones | consumo cupo 76% | saldo expuesto $40,991,072 | mora operativa Mayor a 60 | aparece en castigados: Novedad en Operación del punto de servicio",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,68345,2026-04-30,BARRIO EL CENTRO GALAPA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ATLÁNTICO,GALAPA,REDEBAN,0.6985082987827649,0.9951420685202332,Crítico,Crítico,Recuperación prioritaria,40,40,0,0,23909381.657711614,34229202.0,338.0,334.0,0.8776718461538462,0.8776718461538462,100.0,"338 días sin compensar | 334 días sin transacciones | consumo cupo 88% | saldo expuesto $34,229,202 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,61236,2026-04-30,BARRIO CENTRO CARMEN DE APICALA 5,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,TOLIMA,CARMEN DE APICALÁ,REDEBAN,0.5305475805257647,0.9895178357598123,Crítico,Crítico,Recuperación prioritaria,41,41,0,0,23785051.79811667,44831138.0,343.0,429.0,0.9962475111111111,0.9962475111111111,100.0,"343 días sin compensar | 429 días sin transacciones | consumo cupo 100% | saldo expuesto $44,831,138 | mora operativa Mayor a 60 | aparece en castigados: Novedad en Operación del punto de servicio",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,60867,2026-04-30,BARRIO MEISSEN BOGOTA,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.6147981853169191,0.9927542763192999,Crítico,Crítico,Recuperación prioritaria,42,42,0,0,23704924.25681985,38557245.0,821.0,844.0,1.0710345833333332,1.0710345833333332,100.0,"821 días sin compensar | 844 días sin transacciones | consumo cupo 107% | saldo expuesto $38,557,245 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,37180,2026-04-30,BARRIO NUEVA FLORESTA CALI 1,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,VALLE DEL CAUCA,CALI,REDEBAN,0.5340912304256523,0.989675979895185,Crítico,Crítico,Recuperación prioritaria,43,43,0,0,23643210.35863237,44268111.91,204.0,220.0,0.9837358202222222,0.9837358202222222,100.0,"204 días sin compensar | 220 días sin transacciones | consumo cupo 98% | saldo expuesto $44,268,112 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
2026-05-02,41094,2026-04-30,BARRIO GUASIMALITO BELLO,CERRADO CON SALDO,CERRADO CON SALDO,RECUPERACION,ANTIOQUIA,BELLO,REDEBAN,0.583639583674616,0.9916738676735911,Crítico,Crítico,Recuperación prioritaria,44,44,0,0,23595691.001416307,40428531.0,455.0,801.0,0.8984118,0.8984118,100.0,"455 días sin compensar | 801 días sin transacciones | consumo cupo 90% | saldo expuesto $40,428,531 | mora operativa Mayor a 60 | aparece en castigados: Inactividad",Bloqueo/validación inmediata + gestión prioritaria,Enviar a recuperación/cartera prioritaria; no mezclar con alerta preventiva.
